proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	which_mother	nloci
E0213:250277679	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	3313	21	21	1464.80853938003	1	8953
A3288:250413107	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	1784	21	21	1456.91713613177	1	9073
A3385:250413192	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	1839	21	21	1486.20789253012	1	9118
A4491:250417613	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	2295	21	21	1462.44826353127	1	9014
A1544:250416761	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	808	21	21	1429.30696745882	1	8695
E2351:250284067	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	4398	21	21	1486.3528829586	1	9100
A2669:250442174	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	1402	21	21	1470.94033771091	1	8984
A4106:250417393	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	2133	21	21	1495.94839916788	1	9038
A3670:250413385	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	1999	21	21	1479.11789186743	1	9091
A4646:250417682	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	2364	21	21	1478.49757394981	1	9003
A3553:250413325	PC_I05_ID1_1:250276198	PC_I05_ID1_1:250276198	1941	21	21	1476.000026204	1	9094
E0694:250277857	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	3555	22	22	1362.82971348226	1	9148
A2104:250417108	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1060	21	22	950.598062298242	1	8974
A5270:250421380	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	2578	21	22	1019.41430500307	1	9148
A5270_1:250441822	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	4716	21	22	962.762530125365	1	9044
A2930:250412828	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1567	21	22	965.36263867965	1	8993
A1279:250416615	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	694	22	22	1356.33782047383	1	9062
E0282:250284304	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	3354	22	22	1303.37422033722	1	9130
A2353:250412447	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1198	22	22	1349.29360563072	1	9068
A3401:250413203	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1850	21	22	989.641789208585	1	9143
A4537:250417634	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2315	22	22	1339.31210470051	1	9054
E2666:250283724	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	4538	21	22	1001.7468996834	1	9140
A2442:250412494	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1248	22	22	1357.05744230428	1	9111
E1796:250310712	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	4094	21	22	984.353214670722	1	9158
A3436:250413228	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1875	22	22	1333.09004129533	1	9107
A4093:250417387	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2127	22	22	1256.55676896762	1	8975
A4133:250417399	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2139	22	22	1341.89415874596	1	9001
A5945:250441792	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2836	22	22	1339.97787855225	1	9119
A2596:250412618	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1342	22	22	1367.70905284624	1	9094
A5334:250441950	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	2616	21	22	991.630777281978	1	9144
E0936:250277994	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	3668	22	22	1330.79634380836	1	8994
A0960:250416367	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	510	22	22	1302.53760955295	1	9075
A0866:250416272	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	445	21	22	930.00302401997	1	8910
A4046:250417373	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	2113	21	22	1001.98089058142	1	9096
E2387:250284446	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	4419	22	22	1340.73252224777	1	9065
A2935:250412834	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1572	22	22	1301.0889723292	1	9085
A5033:250423042	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	2489	21	22	969.860874639151	1	9160
A4521:250417625	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2307	22	22	1397.83072724971	1	9065
A5726:250441956	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2756	22	22	1324.51116287364	1	9070
A3055:250441919	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1667	21	22	965.616778033185	1	9132
E1910:250284385	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	4160	22	22	1328.18256070775	1	9131
A0343:250441876	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	169	21	22	990.334000117178	2	9154
A0821:250416244	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	419	22	22	1353.58983182508	1	9034
A4653:250417684	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	2366	21	22	998.413539596961	1	9129
A0815:250416240	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	415	21	22	964.202209813287	1	9081
B3508:250273194	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	3129	21	22	1002.78113901787	1	9144
A1674:250416804	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	851	22	22	1329.75584345026	1	8973
E2289:250284436	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	4361	22	22	1345.40033225697	1	9141
E2167:250272423	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	4304	22	22	1329.74463776755	1	9132
A0215:250415852	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	114	22	22	1376.89536065646	1	9080
A2052:250417035	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1020	22	22	1342.09684313926	1	9010
A0678:250416151	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	354	21	22	991.976483569753	1	9104
E0183:250277662	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	3296	22	22	1374.33214402192	1	9111
A1327:250416637	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	716	22	22	1331.02327238147	1	9015
E1775:250310700	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	4080	22	22	1313.67374933028	1	9035
A3599:250413358	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1974	21	22	1007.09429342662	1	9155
A2665:250442171	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1399	22	22	1388.55821742283	1	9068
A3526:250413313	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	1928	22	22	1329.35187415146	1	9073
B3401:250273104	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	3071	21	22	1001.02232256586	1	9164
A0555:250416089	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	293	22	22	1300.91331462784	1	9077
A4370:250417541	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2250	22	22	1377.39918773791	1	9046
A4559:250417648	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2328	22	22	1249.19989718145	1	8943
A1724:250416818	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	865	22	22	1299.38727467777	1	8970
A2863:250441913	PC_I05_ID1_1:250276198	PC_I06_ID1_1:250276199	1517	21	22	983.611972316357	1	9118
A5197:250421364	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	2558	22	22	1350.26045722251	1	9101
A1062:250416437	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	579	22	22	1338.96801480497	1	9045
A0221:250415857	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	118	22	22	1302.36046943661	1	8954
B3298:250273043	PC_I06_ID1_1:250276199	PC_I06_ID1_1:250276199	3009	22	22	1370.76006847476	1	9095
A2572:250412596	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1320	23	23	1287.95876198166	1	8968
A5405:250420852	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2654	23	23	1283.79123123571	1	9094
A2990:250412914	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1620	23	23	1266.70101158034	1	9119
B3518:250273198	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3133	23	23	1302.83029941899	1	9049
A4546:250417640	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2321	23	23	1233.04867111862	1	8911
E1067:250278047	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3726	23	23	1273.19508667194	1	8973
A0873:250416277	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	450	22	23	873.687827950071	2	9069
A0684:250416153	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	356	23	23	1257.46145394856	1	9102
A2875:250412791	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1525	23	23	1310.04276660466	1	9118
A2964:250412861	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1598	23	23	1292.83643338485	1	9065
E1526:250271957	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	3937	22	23	910.136400819218	2	9178
A2656:250442164	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1392	23	23	1286.64117649787	1	8993
E0337:250283204	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3385	23	23	1298.56329392414	1	9135
A3892:250417320	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2093	23	23	1241.33667196972	1	8996
A3579:250413342	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1958	23	23	1287.30660536972	1	9060
A0045:250415732	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	23	23	23	1339.27549302259	1	9120
A4691:250417695	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2377	23	23	1298.35771366794	1	9028
A2820:250441910	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	1492	22	23	915.745407134924	2	9105
A1417:250416687	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	764	22	23	926.32611927134	2	9123
A3168:250413054	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	1732	22	23	947.178841310804	1	9138
A3520:250413309	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1924	23	23	1290.59491120323	1	9084
A0953:250416361	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	504	22	23	936.420790585638	2	9058
A1563:250416765	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	812	22	23	867.112178843534	2	8912
A2264:250417195	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1151	23	23	1308.40345038499	1	9000
A4485:250441934	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2292	23	23	1293.2516277977	1	9114
A2092:250417067	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1051	23	23	1268.5839647799	1	8989
E0924:250277989	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3662	23	23	1224.227034744	1	9007
A2704:250412669	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1429	23	23	1297.96551850127	1	9056
A4451:250417568	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	2279	22	23	879.281307611094	2	9061
A0290:250415879	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	142	23	23	1283.77757066526	1	8984
A1802:250416876	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	893	23	23	1281.29386935362	1	9044
E2935:250272778	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	4666	22	23	879.942690249103	2	9104
A2620:250442133	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	1361	22	23	920.717261971411	2	9113
A0632:250416127	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	330	22	23	902.697728459436	2	9126
A4060:250417378	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	2118	22	23	852.399037020008	2	9004
A1820:250416886	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	903	23	23	1239.30626992086	1	9074
A3111:250441922	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1705	23	23	1300.58578189484	1	9101
E1468:250271930	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3910	23	23	1271.62997847952	1	9101
A4426:250417558	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2269	23	23	1259.23639148095	1	9063
B3159:250283835	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2935	23	23	1271.94327502611	1	9128
A5766:250421004	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2778	23	23	1247.74748644747	1	8982
A2455:250412536	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1259	23	23	1242.43461548484	1	9040
A2146:250417133	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1084	23	23	1283.99190723521	1	9027
A0021:250415717	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	9	23	23	1335.81747725009	1	9130
A2993:250412916	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1622	23	23	1331.63363707937	1	9065
A4259:250417493	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	2202	22	23	926.302568582767	2	9135
A3807:250417303	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2077	23	23	1270.37850333788	1	9082
A1319:250416630	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	709	22	23	934.407348014611	2	9101
A1997:250417003	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	988	23	23	1268.26458314082	1	9014
A2133:250417128	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	1078	23	23	1276.34942110831	1	8950
E0113:250277636	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	3268	23	23	1253.8815585539	1	9100
E0588:250283079	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	3496	22	23	862.46372499931	2	9126
A0642:250416132	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	335	23	23	1185.13502582057	1	8564
A3470:250413249	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	1895	22	23	904.73899718442	2	9104
A5409:250420854	PC_I08_ID1_1:250276200	PC_I08_ID1_1:250276200	2656	23	23	1298.73066148461	1	9065
A5764:250421003	PC_I06_ID1_1:250276199	PC_I08_ID1_1:250276200	2777	22	23	902.810809431176	1	9088
E0060:250277613	PC_I06_ID1_1:250276199	PC_I11_ID1_1:250276201	3243	22	24	890.052461292667	1	9150
A2408:250412471	PC_I08_ID1_1:250276200	PC_I11_ID1_1:250276201	1225	23	24	888.883165909523	1	9050
A2644:250442153	PC_I08_ID1_1:250276200	PC_I11_ID1_1:250276201	1381	23	24	881.176266306364	1	9139
A2920:250412821	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1559	22	25	883.875568716736	2	9130
A2702:250412667	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1427	22	25	910.596225012872	2	9141
A4576:250417660	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2340	22	25	924.648019527554	2	9097
B3491:250273183	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3119	22	25	948.370681861583	2	9173
E0283:250283179	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3355	22	25	892.869686644386	2	9145
E1148:250278071	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3753	22	25	840.359139594148	2	9036
A1164:250416530	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	639	25	25	1338.92304057	1	9097
A1425:250416724	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	770	22	25	937.41331154848	2	9082
E0652:250284327	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3537	22	25	793.406410225503	2	8872
A2091:250417066	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1050	22	25	879.210232057165	2	9083
E0439:250283240	PC_I11_ID1_1:250276201	PC_I50_ID1_1:250276203	3427	24	25	909.720682494437	2	9165
E1912:250272263	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4162	22	25	810.209488972934	2	8817
E1177:250310569	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3772	22	25	939.524957952573	2	9179
A3446:250413234	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1881	22	25	914.861454594262	2	9164
E1226:250310586	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3793	22	25	901.076183405577	2	9143
A0179:250415793	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	87	22	25	884.277832372489	2	9140
A3523:250413311	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1926	22	25	915.757598262087	2	9138
A3890:250417319	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2092	22	25	895.72787514974	2	9092
E1362:250271883	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3860	22	25	845.531482485912	2	9014
A4590:250417669	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2349	22	25	887.848873943523	2	8951
E2219:250272452	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4334	22	25	916.521693909475	2	9165
E2075:250272345	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4249	22	25	843.536826324416	2	9030
A1050:250416428	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	570	22	25	881.707686005364	2	8980
E0359:250283211	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3394	22	25	885.1679622376	2	9166
A5121:250421337	PC_I11_ID1_1:250276201	PC_I50_ID1_1:250276203	2531	24	25	954.810391700965	2	9148
A0422:250415976	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	213	22	25	873.68268625034	2	9050
E2355:250284443	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4402	22	25	839.613700741578	2	8979
A3745:250417260	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2033	22	25	902.788073742166	2	9076
E0063:250277615	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3245	22	25	888.690122744851	2	9097
A5209:250441945	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2561	22	25	922.524848704397	2	9124
E0453:250284510	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3434	22	25	879.109871224689	2	9150
E2804:250272683	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4599	22	25	894.78108552947	2	9152
B3033:250272844	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2868	22	25	877.239696891647	2	9124
A3294:250413113	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1789	22	25	909.772423813491	2	9128
E1339:250310642	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	3849	25	25	1338.88204782017	1	9091
A4449:250417566	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2277	22	25	949.521171887685	2	9130
A3049:250412956	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1662	22	25	903.878476964026	2	9143
A2245:250417187	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1142	22	25	844.345058935269	2	8968
A5224:250421372	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	2568	25	25	1376.33690511684	1	9079
A3767:250417279	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2052	22	25	877.052965266314	2	8989
A1855:250416915	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	932	22	25	936.60958882052	2	9179
B3473:250273173	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3109	22	25	845.506875923082	2	9069
E1189:250310574	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	3778	25	25	1346.02357203732	1	9078
E0850:250277928	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3630	22	25	846.990577945686	2	9083
A1670:250416801	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	848	22	25	898.251681238016	2	9007
E2765:250272654	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4570	22	25	850.169999651473	2	9122
A2019:250417012	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	997	22	25	894.712225433406	2	9041
A1955:250416984	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	968	22	25	892.021556643864	2	9048
A3089:250412984	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1690	22	25	902.36477913594	2	9122
A5047:250421302	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	2496	25	25	1343.02201359213	1	9114
A2556:250412586	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1310	22	25	909.946151970209	2	9158
E0140:250277650	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3282	22	25	875.919110942577	2	9112
A4031:250417368	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2109	22	25	890.457934801074	2	9116
E2380:250284082	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4417	22	25	938.953912797078	2	9187
A0793:250416234	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	407	22	25	879.310378597609	2	9067
A5402:250420850	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2652	22	25	895.893177637354	2	9121
A3353:250413178	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1825	22	25	918.637009558701	2	9141
A4453:250417570	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2281	22	25	884.913601565542	2	9102
A2155:250417139	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1090	22	25	885.324197818707	2	9084
A1177:250416537	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	645	22	25	901.687165064333	1	9114
A5688:250420970	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	2744	25	25	1265.0179079753	1	8968
A0680:250416152	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	355	22	25	892.632711790313	2	9124
A5110:250421330	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2525	22	25	888.309613926973	2	9155
A1335:250416641	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	720	22	25	899.788025550886	2	9086
A5012:250423034	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	2481	25	25	1334.74792892656	1	9104
E1395:250271899	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3877	22	25	910.970460599896	2	9169
A4262:250417496	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2205	22	25	905.248468513568	2	9107
A3460:250413244	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	1890	25	25	1386.66053370502	1	9092
A1048:250416426	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	568	22	25	885.04373292944	2	9061
E0833:250277916	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3617	22	25	845.283913179424	2	9128
E0364:250283215	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3398	22	25	901.274407036206	2	9153
E2864:250284469	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	4633	25	25	1225.7504991205	1	9062
E0081:250277625	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3256	22	25	892.430443651669	2	9128
A4049:250417374	PC_I08_ID1_1:250276200	PC_I50_ID1_1:250276203	2114	23	25	854.526387438753	2	9089
E1925:250272271	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4172	22	25	882.738178493313	2	9144
A0902:250416298	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	471	25	25	1341.26615973118	1	8950
A2788:250412714	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1475	22	25	891.484553061076	2	9118
E0530:250283054	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	3470	22	25	912.805659925027	2	9128
E0295:250283184	PC_I05_ID1_1:250276198	PC_I50_ID1_1:250276203	3362	21	25	1023.04401717404	1	9180
A3561:250413331	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	1947	22	25	893.986708159679	2	9099
E1673:250272072	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	4025	22	25	896.542611951892	2	9161
A2929:250412827	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	1566	25	25	1311.36222593234	1	9058
A2223:250417177	PC_I50_ID1_1:250276203	PC_I50_ID1_1:250276203	1131	25	25	1373.32667971945	1	9066
A5787:250421010	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	2784	22	25	880.473017837445	2	9034
A0207:250415844	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	107	22	25	918.93046441751	2	9134
A0486:250416015	PC_I06_ID1_1:250276199	PC_I50_ID1_1:250276203	250	22	25	861.997133174944	2	8985
A1447:250416736	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	782	22	26	878.65370768122	2	8963
A1014:250416403	PC_I05_ID1_1:250276198	PC_I52_ID1_1:250276205	545	21	26	952.565086470189	1	9052
A3805:250417302	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	2076	22	26	892.417708543479	1	9020
E0991:250284341	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	3690	26	26	1401.61485013858	1	9061
E0759:250277890	PC_I08_ID1_1:250276200	PC_I52_ID1_1:250276205	3589	23	26	915.205210456377	2	9177
A2866:250412754	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	1519	26	26	1396.37096635359	1	9055
A2587:250412609	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	1333	26	26	1382.45122571884	1	9029
E1815:250310723	PC_I08_ID1_1:250276200	PC_I52_ID1_1:250276205	4105	23	26	931.245208272365	1	9176
A3885:250417317	PC_I11_ID1_1:250276201	PC_I52_ID1_1:250276205	2090	24	26	891.71379373876	2	9001
E0110:250277633	PC_I05_ID1_1:250276198	PC_I52_ID1_1:250276205	3265	21	26	997.265400992714	2	9169
A5413_1:250441829	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	4723	22	26	726.306597074356	2	8449
E1213:250310582	PC_I08_ID1_1:250276200	PC_I52_ID1_1:250276205	3789	23	26	864.981970070363	1	9168
E1586:250272030	PC_I05_ID1_1:250276198	PC_I52_ID1_1:250276205	3979	21	26	1033.29487865761	1	9147
A3190:250413061	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	1739	26	26	1237.57320064474	1	8278
A0360:250415916	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	183	22	26	901.756960726685	2	9038
A3031:250412940	PC_I05_ID1_1:250276198	PC_I52_ID1_1:250276205	1646	21	26	1002.56274980764	1	9134
B3299:250273044	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	3010	26	26	1376.74350618571	1	8962
A0580:250416103	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	308	22	26	925.240269871945	2	9131
A0945:250416358	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	501	22	26	921.234038123905	2	9105
B3468:250273170	PC_I05_ID1_1:250276198	PC_I52_ID1_1:250276205	3106	21	26	971.645412418104	1	9087
E0197:250277671	PC_I06_ID1_1:250276199	PC_I52_ID1_1:250276205	3305	22	26	897.611774425539	2	9131
B3375:250273088	PC_I52_ID1_1:250276205	PC_I52_ID1_1:250276205	3055	26	26	1457.30765852648	1	9089
