proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	nloci
13FL991869:250307655	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	1582	1	3	2491.78221748889	24781
14FL990167:250409267	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	2690	1	4	3014.93941815571	25025
13FL992191:250308035	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	1857	1	4	2801.26764944205	24314
14FL990749:250409931	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	3182	1	4	2853.68617740968	24464
14FL991635:250410930	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	3912	1	4	2865.65169443096	24605
13FL990788:250307017	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	646	1	4	2761.33552303323	23665
14FL992696:250411982	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	4695	1	4	3059.07180585375	25090
14FL990399:250409536	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	2890	1	4	3064.7791691677	25105
13FL991276:250305932	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	1078	1	4	2831.91759977628	24268
13FL991401:250349541	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	1189	1	4	2962.14057325752	24846
13FL992743:250308816	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	2338	1	4	2903.66246478257	24608
13FL991179:250307462	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	989	1	4	2787.80890046769	24095
13FL990845:250307068	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	695	1	4	2731.94064707487	23915
13FL990848:250307071	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	698	1	4	2787.40547960286	23917
13FL991548:250306147	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	1318	1	4	2295.62435196775	21330
13FL992432:250308308	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	2057	3	4	2376.00944469524	22139
13FL991569:250306167	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1338	1	5	2419.62127198965	24275
13FL991928:250307709	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1632	1	5	2463.22171509794	24471
13FL992780:250308854	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2374	1	5	2579.51455714524	24718
14FL992814:250412107	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4783	3	5	2634.21468479134	24957
14FL990162:250409262	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2685	1	5	2717.37683132997	25011
14FL991381:250410664	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3713	1	5	2566.86848091596	24777
14FL991844:250411142	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4060	1	5	2727.62130100145	25044
14FL992553:250411832	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4578	1	5	2685.88931545781	25082
13FL990342:250294590	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	290	1	5	2556.25992957594	24683
14FL991898:250411187	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4103	1	5	2736.96616565438	25139
14FL990237:250409366	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2756	1	5	2645.19593873699	24915
14FL991073:250410298	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3447	1	5	2644.7732522318	25117
13FL990743:250295036	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	616	1	5	2587.28745328077	24972
13FL992395:250308272	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2023	1	5	2548.01377273685	24611
13FL992723:250308798	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2320	1	5	2440.82324627937	24770
13FL990968:250307208	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	801	1	5	2280.17347931262	23503
14FL990955:250410165	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3348	1	5	2505.77417934457	24741
14FL990695:250409882	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3133	3	5	2540.1718424378	24589
14FL990973:250410181	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3364	1	5	2550.17709737354	24652
13FL991638:250306264	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1401	1	5	2561.44868016863	24927
14FL990789:250409995	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3215	3	5	2668.06379102827	24896
14FL990892:250410080	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3297	4	5	2999.51017569956	24783
14FL990714:250409899	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3150	1	5	2523.98808151933	24468
14FL990626:250409792	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3078	5	5	4134.49511103729	24754
14FL991503:250410809	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3824	3	5	2646.2371891193	25003
14FL991172:250410419	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3535	1	5	2634.49009050391	24962
13FL991193:250305855	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1002	1	5	2477.3980341348	24563
14FL992683:250411972	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4685	1	5	2616.78414049225	24928
13FL991622:250306246	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1386	1	5	2563.18436811664	24737
14FL990806:250410009	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3227	1	5	2619.86390554687	24929
13FL990242:250426656	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	202	1	5	2500.29785076559	24464
13FL991985:250307795	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1687	1	5	2402.40135859854	24389
14FL992027:250411323	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4206	1	5	2589.21526460003	25051
13FL990624:250294898	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	513	1	5	2407.03983879369	23921
13FL990907:250307160	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	752	1	5	2031.9562193431	21723
14FL991950:250411225	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4141	1	5	2603.0201102229	24922
14FL991959:250411264	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4149	1	5	2650.43013539007	25077
13FL991222:250305882	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1029	1	5	2445.30491986817	24202
14FL991908:250411194	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4110	1	5	2525.39816005719	25011
13FL992648:250308700	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2253	3	5	2254.90947228947	23305
14FL992801:250412099	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4776	1	5	2523.66998252457	24654
13FL991394:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1183	1	5	2659.69577863065	24995
13FL991809:250307571	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1529	1	5	2624.37948321768	24979
14FL990904:250410121	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3307	1	5	2588.21328943547	24847
13FL991739:250307523	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1484	5	5	3973.2768292977	24679
13FL992428:250308305	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2054	1	5	2232.59974614983	22675
13FL991520:250306124	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1295	1	5	2406.70522350673	24142
13FL990130:250294344	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	111	1	5	2555.73600093316	24832
14FL992671:250411960	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4673	1	5	2624.03357015134	25031
14FL992295:250411577	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4394	1	5	2670.64531999586	24939
13FL991034:250307299	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	859	1	5	2402.07301286789	24030
14FL991543:250410842	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3857	1	5	2669.94950045556	25091
13FL992815:250308916	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2405	1	5	2575.79876596406	24968
14FL992940:250412219	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4862	1	5	2587.00853510057	24952
13FL992763:250308837	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2358	1	5	2617.36567210675	24835
13FL992997:250426850	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2559	1	5	2576.57890323929	24777
14FL992632:250411927	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4640	1	5	2673.06527091889	24973
14FL991343:250410595	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3677	1	5	2652.97035458261	24967
13FL992606:250308658	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2213	1	5	2629.01266573495	24942
13FL991807:250307569	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1527	1	5	2364.02860859667	23842
13FL991700:250306320	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1456	1	5	2494.17526636017	24509
13FL990268:250323672	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	226	1	5	2682.8357794171	25010
13FL990565:250294854	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	473	1	5	2492.21323491727	24844
13FL991684:250306304	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1440	1	5	2526.20710044802	24380
13FL991212:250305873	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1020	1	5	2509.41165913074	24373
13FL992954:250426811	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2520	4	5	2846.06336100093	24508
13FL992850:250308946	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2435	1	5	2193.81281966417	23643
13FL991029:250307294	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	854	1	5	2472.57727892957	23931
14FL990864:250410055	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3272	1	5	2663.49333519492	24968
13FL991033:250307298	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	858	1	5	2323.93828536662	23716
14FL990072:250408014	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2613	1	5	2730.26678972491	25017
14FL992860:250412162	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4807	1	5	2551.30745233826	24927
14FL992194:250411481	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4331	1	5	2606.00384364874	25010
13FL992642:250308693	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2247	1	5	2565.11852785058	24632
13FL992917:250426774	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2485	1	5	2329.84291257411	23663
13FL992198:250308042	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1864	1	5	2521.36377895442	24524
13FL992135:MERGE	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1807	1	5	2654.29021641083	25106
14FL990047:250407994	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2593	1	5	2580.10901041024	24921
13FL990729:250295022	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	603	1	5	2378.5181066817	24144
13FL990831:250307056	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	683	1	5	2363.0652090788	23898
14FL991361:250410644	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3693	1	5	2577.23652727249	24983
13FL990008:250304338	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	8	1	5	2329.57178483248	24074
14FL992908:250412197	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4840	1	5	2666.402453396	24870
13FL992125:MERGE	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1797	5	5	4054.11065769391	24965
13FL992437:250308313	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2062	5	5	3818.79880505172	24298
13FL992664:250308713	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2266	1	5	2294.73936795397	23899
13FL992281:250308106	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1921	1	5	2536.67528909615	24800
13FL992335:250308185	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1967	1	5	2488.80285010359	24592
14FL990720:250409904	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3155	1	5	2356.80060302412	23782
14FL990410:250409545	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2899	5	5	3948.51619576784	24807
13FL991301:250308527	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1101	5	5	3946.79579958646	24581
14FL990166:250409266	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2689	1	5	2546.97466635486	24892
13FL991049:250307312	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	872	1	5	2473.00875279671	24095
14FL990301:250409425	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2815	1	5	2483.88694115952	24796
13FL991811:250307573	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1531	1	5	2462.79950021874	24218
14FL991516:250410821	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3836	3	5	2614.08145951969	24959
14FL990284:250409408	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2798	3	5	2660.54791011789	24964
14FL992476:250411772	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4520	3	5	2659.95088564594	25025
14FL990640:250409803	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3087	3	5	2371.95446669775	24083
13FL992503:250308406	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2122	3	5	2569.65993942734	24805
13FL992837:250308936	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2425	3	5	2484.3812539324	24543
14FL991034:250410262	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3411	3	5	2676.95455465858	24927
13FL992043:250307842	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1731	3	5	2513.90276572393	24553
14FL992196:250411483	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4333	3	5	2595.92435027871	25003
13FL991933:MERGE	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1637	3	5	2703.65580926047	25050
13FL990742:250295034	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	615	5	5	3795.22342059844	24868
13FL991935:250307716	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1639	3	5	2602.38772837712	24959
14FL990087:250408028	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2627	3	5	2619.39935354692	24944
13FL990730:250295023	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	604	3	5	2449.38326875951	24644
14FL992390:250411680	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4462	3	5	2539.89410183844	24676
14FL990183:250409280	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2703	3	5	2658.88525777565	24988
14FL992256:250411553	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4370	5	5	4153.95055231773	24769
13FL990187:250294393	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	159	1	5	2585.48183509999	24970
13FL992427:250308304	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2053	3	5	2064.55297157817	22533
13FL990011:250304341	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	11	3	5	2329.73683229648	23673
13FL991380:250308598	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1170	3	5	2325.71827883312	24004
13FL990313:250323712	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	266	3	5	2581.25462683861	24986
14FL990908:250410125	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3311	3	5	2299.39972769733	23535
13FL992304:250308156	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1938	3	5	2508.7891711671	24690
14FL990503:250409661	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2982	3	5	2551.35823531501	24601
14FL991753:250411036	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3985	3	5	2549.36648902563	24559
13FL990282:250323685	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	239	3	5	2433.04404158056	24362
14FL991841:250411139	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4057	5	5	3900.33611135584	24904
14FL990373:250409514	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2870	3	5	2620.73535556845	24878
14FL992780:250412081	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4758	3	5	2584.23669170998	24741
13FL992792:250308866	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2386	5	5	3872.24734118515	24026
13FL990364:250294611	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	311	1	5	2376.35467621804	24053
14FL990735:250409918	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3169	3	5	2474.67747337422	24013
14FL992596:250411862	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4608	5	5	4115.10561821225	25043
13FL992324:250308174	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1956	3	5	2607.29170708641	24926
14FL992425:250411704	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4483	5	5	4119.47485458782	24919
13FL991585:250306182	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1353	3	5	2336.2177284764	23999
14FL991057:250410283	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3432	1	5	2563.73630651089	24920
13FL990387:250294632	164_8_Tuxpeno_El_Aguacatito_Mex_:250358054	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	330	1	5	2534.70465869216	24771
13FL991644:250306267	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1404	5	5	4039.26048325359	24741
14FL991572:250410895	167_8_Tuxpeno_El_Aguacatito_Mex_:250358075	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3879	3	5	2637.26371992453	25084
13FL990277:250323680	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	234	4	5	2768.10489645937	24600
13FL991372:250308589	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1162	4	5	2934.97009407872	24572
14FL992599:250411864	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	4610	4	5	3114.1436830714	25100
14FL991458:250410768	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	3785	4	5	3113.76613233286	25115
13FL992966:250426822	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	2531	4	5	2778.54894098968	24274
13FL991505:MERGE	169_12_Tuxpeno_El_Aguacatito_Mex_:250358086	171_10_Tuxpeno_El_Aguacatito_Mex_:250358102	1281	4	5	3114.14307497162	25001
