proid	parent1	parent2	progeny	parent_1	parent_2	qq_uu	nloci
14FL990341:250409487	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2845	11	12	2468.68082106137	24945
14FL990985:250410192	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3375	12	12	3783.67659174201	25041
14FL992569:250411844	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4590	12	12	3761.87019630185	24949
14FL992224:250411530	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4349	11	12	2437.40347471449	24822
13FL992181:250426717	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1847	12	12	3852.19094537342	24983
14FL990123:250408056	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2655	11	12	2406.35208942837	24843
13FL992718:250308793	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2315	11	12	2209.94099884007	23990
13FL991661:250306282	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1419	11	12	2312.22183493371	24335
14FL992517:250411805	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4551	11	12	2517.79737266706	25073
14FL991858:250411155	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4071	12	12	3732.25542219947	24886
14FL992621:250411914	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4629	11	12	2492.20646850554	25085
13FL990157:250294370	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	136	11	12	2403.13620672391	24841
14FL991248:250410510	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3595	11	12	2407.04322007077	24685
13FL992553:250308452	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2166	11	12	2329.71927380999	24697
14FL991457:250410767	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3784	11	12	2498.20928609569	25062
13FL991821:250307582	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1540	11	12	2298.02779033827	24349
13FL990259:250323662	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	217	11	12	2160.42032707562	23138
13FL992380:250308228	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2010	11	12	2517.34131080847	25093
14FL991389:250410671	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3720	11	12	2406.33340860746	25010
14FL991325:250410580	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3662	11	12	2377.61285083747	24615
13FL992041:250307840	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1729	11	12	2384.11710240646	24939
13FL990457:250294727	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	392	11	12	2385.73510434361	24793
14FL992353:250411647	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4432	11	12	2464.93352080457	25102
13FL990710:250295005	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	586	11	12	2307.48956713018	24504
13FL991350:250308568	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1142	11	12	2135.15732617526	23652
14FL992427:250411706	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4485	11	12	2447.54821575416	25039
14FL992311:250411587	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4403	11	12	2307.46647520233	24474
14FL992934:250412217	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4860	11	12	2400.47614928863	24716
13FL991662:250306283	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1420	12	12	3624.51785391356	23805
14FL991282:250410542	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3625	12	12	3824.24194823782	24597
13FL990418:250294660	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	358	11	12	2099.90330029528	23268
13FL991109:250307398	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	927	11	12	2096.61989638107	23112
13FL990103:250426762	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	89	11	12	2406.80947162504	24817
13FL991833:250426708	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1550	12	12	3432.87121537622	22418
13FL992942:250426800	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2509	11	12	2447.386577438	24861
13FL991449:250349581	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1228	11	12	2213.84861431578	24527
13FL991148:250307434	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	961	11	12	2104.67384016889	23398
14FL991961:250411265	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4150	11	12	2429.61810668549	24703
13FL991499:MERGE	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1275	12	12	3782.17832392012	24956
14FL991785:250411062	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4011	11	12	2361.91178890981	24875
13FL990091:250304412	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	81	12	12	3615.3589398242	23682
14FL990831:250410028	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3246	11	12	2472.37160140097	24908
13FL990911:250307164	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	756	11	12	2150.64677381542	23366
13FL991075:250307336	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	896	11	12	2290.31299550118	24395
13FL990070:250304394	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	63	12	12	3674.5788194401	24465
13FL991878:250307661	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1588	11	12	2415.47629705277	24880
13FL992274:250308100	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1915	12	12	3779.42833833985	24675
13FL991216:250305877	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1024	11	12	2196.7410922506	24066
13FL991974:250307784	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1676	11	12	2367.94447651898	24590
13FL990552:250294842	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	463	11	12	2163.7328644589	24120
13FL990252:250323655	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	211	11	12	2417.26232072308	24716
14FL991970:250411272	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4157	11	12	2502.46933826689	25117
13FL991266:250305925	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1071	11	12	2156.55354018907	23272
13FL992388:250308235	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2017	12	12	3347.55372980679	23556
13FL990613:250294888	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	504	11	12	2250.33365191778	24455
14FL992246:250411549	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4366	12	12	3926.31279090046	24910
14FL991620:250410921	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3903	11	12	2425.04970724162	24726
14FL991965:250411268	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4153	11	12	2426.14791579861	24761
13FL992629:250308679	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2234	11	12	2381.43304022181	24718
14FL992631:250411926	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4639	11	12	2483.15237627368	24950
13FL991643:250306266	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1403	12	12	3557.16510754072	24019
14FL992497:250411786	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4534	11	12	2401.33611863487	24978
13FL991900:250307683	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1607	11	12	2078.84802134262	22778
14FL990944:250410154	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3337	11	12	2169.98684538029	23529
14FL992672:250411961	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4674	12	12	3821.36495131689	24885
13FL991702:250306322	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1458	11	12	2474.26867950831	24959
14FL990728:250409911	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3162	12	12	3733.25392026349	24476
14FL991665:250410949	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3931	11	12	2529.18769677506	25004
14FL991915:250411199	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4115	12	12	3736.65419463394	24733
13FL990390:250294635	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	333	12	12	2958.3356998149	24093
13FL992188:250308032	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1854	11	12	2282.96179637989	24500
13FL990075:250304398	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	67	11	12	2126.08803918873	24169
13FL990148:250294363	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	129	11	12	2384.08467517785	24800
14FL991080:250410305	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3454	11	12	2472.88537042185	24971
14FL991319:250410575	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3657	11	12	2360.79531557329	24762
13FL990805:250307033	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	661	12	12	3735.63130262213	23890
14FL991916:250411200	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4116	11	12	2455.96605542877	24760
14FL990609:250409778	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3064	12	12	3744.08559882778	24506
14FL992651:250411945	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4658	11	12	2406.33665760579	24872
14FL990199:250409296	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2719	11	12	2415.20532448126	24923
13FL992010:250307816	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1706	11	12	2338.689851581	24607
14FL991044:250410271	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3420	11	12	2401.30825872902	24856
13FL992115:MERGE	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1787	11	12	2482.50888523454	25120
14FL991358:250410639	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3690	11	12	2563.87788535559	24997
13FL991516:250306119	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1292	11	12	2324.41435921441	24528
13FL990900:250307153	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	745	12	12	3475.83526814532	23758
14FL990667:250409827	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3111	11	12	2471.56968483225	25082
13FL991330:MERGE	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1126	11	12	2444.88602001599	25020
14FL990347:250409492	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2848	11	12	2412.43914802049	24652
13FL990606:250426669	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	500	11	12	2104.21112303484	23391
14FL992977:250412242	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4884	11	12	2371.98092799482	24728
14FL990754:250409936	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3187	11	12	2238.14839233445	23738
14FL992531:250411817	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4563	11	12	2474.401600131	25015
13FL990293:250323695	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	249	11	12	2475.11680905653	24755
14FL991972:250411274	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4159	11	12	2589.26652481473	25131
13FL992613:250308665	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2220	12	12	3659.66577367459	23863
14FL990060:250408005	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2604	11	12	2359.64548181071	24961
13FL991859:250307646	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1573	11	12	2538.67988953603	25059
14FL991410:250410691	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3739	12	12	3855.26879723815	24903
14FL992183:250411472	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4322	11	12	2537.62774150602	25044
14FL991159:250410408	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3524	11	12	2427.85465515381	25031
14FL990769:250409947	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3198	11	12	2377.86822537879	24533
14FL992014:250411310	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4193	11	12	2444.12469623105	25048
14FL990677:250409834	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3118	11	12	2289.12223077851	24288
13FL992129:MERGE	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1801	12	12	3776.67104737167	25067
14FL990875:250410063	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3280	12	12	3746.23418419173	24539
13FL992357:250308207	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1989	12	12	3637.85917353853	24516
13FL990050:250304379	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	48	11	12	2392.72680876934	24621
13FL991947:250307759	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1651	11	12	2318.98622601605	24547
14FL992797:250412095	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4772	11	12	2482.26707693031	24971
13FL991196:250305858	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1005	11	12	2416.2185247662	24627
14FL992285:250411569	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4386	11	12	2305.81092547848	24339
14FL992141:250411443	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4293	11	12	2432.66474468213	24782
13FL991806:250307568	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1526	12	12	3712.40763775488	24689
13FL991015:250307279	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	840	11	12	2204.69942003567	23878
14FL990839:250410034	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3252	11	12	2334.06627803401	24401
14FL991645:250410937	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3919	11	12	2376.3841369557	24962
13FL990594:250294875	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	491	11	12	2303.14628919143	24542
14FL991125:250410378	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3496	11	12	2472.684348897	25114
13FL992155:MERGE	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1823	12	12	3686.3228400001	24983
14FL990997:250410203	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3386	11	12	2509.19634036314	25154
14FL992981:250412246	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4888	11	12	2508.48225092279	24950
14FL992625:250411918	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4633	12	12	3665.66409052216	24468
14FL991532:250410835	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3850	11	12	2417.75732650841	24969
13FL991028:250307293	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	853	11	12	2246.17905320323	23485
13FL992400:250308277	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2028	11	12	2434.46468936598	24914
14FL990175:250409273	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2696	11	12	2448.32870010474	24879
13FL992272:250308098	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1914	11	12	2414.50903099235	24995
13FL990654:250294923	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	535	11	12	2190.01692364258	24005
13FL991223:250305883	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	1030	12	12	3741.79585669388	24422
14FL990645:250409808	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	3092	12	12	3806.48537744096	24803
13FL991169:250307454	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	981	11	12	2223.50960622234	23814
14FL991831:250411099	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	4048	11	12	2389.50151094254	24674
13FL992608:250426724	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2215	11	12	2392.86199544002	24832
13FL992748:250308821	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	2343	11	12	2447.90368009627	24868
14FL992717:250412033	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	4714	11	13	2458.77373739738	25112
13FL992770:250308844	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2364	11	13	2453.61997310876	25004
13FL992961:250426818	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2527	11	13	2491.63645817949	24960
13FL990115:250294331	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	99	11	13	2391.27576678543	24577
13FL992506:250308409	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2125	11	13	2313.66562756009	24528
14FL990810:250410012	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	3230	11	13	2452.49083497359	24744
13FL992113:MERGE	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1785	12	13	2615.31694889156	25121
14FL990153:250409253	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2676	12	13	2479.95408015605	24870
14FL992980:250412245	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	4887	11	13	2414.18942684101	24785
13FL990397:250294641	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	339	11	13	1977.84404293299	22638
13FL991812:250307574	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1532	12	13	1515.99277375933	24736
13FL990270:250323674	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	228	12	13	2546.63352912109	24854
14FL991037:250410264	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	3413	11	13	2418.95280196049	24842
14FL991887:250411177	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	4093	11	13	2489.26151452214	24962
13FL991599:250306195	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1366	12	13	2513.41679971339	24894
13FL990079:250304401	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	70	11	13	2183.17570205842	23572
13FL990950:250307194	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	786	11	13	1931.20197245842	22051
14FL991538:250410839	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	3854	13	13	3973.63844893244	25001
13FL992757:250308831	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2352	13	13	3953.30556441187	24294
13FL992601:MERGE	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	2208	12	13	2583.31764952155	25101
13FL991161:250307446	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	973	11	13	2167.28114648018	23743
13FL991647:250306270	164_14_Tuxpeno_El_Aguacatito_Mex_:250426648	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1407	12	13	2431.74902085064	24602
13FL992325:250308175	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1957	11	13	2448.76368213596	24959
13FL992139:MERGE	164_1_Tuxpeno_El_Aguacatito_Mex_:250426647	166_9_Tuxpeno_El_Aguacatito_Mex_:250358067	1810	11	13	2487.98964057798	25138
