kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21
E1038:250278031,10891,0.354880176292351,0.279313194380681,95248,0.000398958508315135,0.0319376784814379,1608,0,0.000621890547263682
A3672:250413386,8815,0.370391378332388,0.289166193987521,77783,0.000385688389493848,0.0327706568273273,1263,0,0.000791765637371338
E0717:250277869,9981,0.36860034064723,0.294158901913636,90392,0.000564209222055049,0.0324807505088946,1413,0.00141542816702052,0.00353857041755131
A2532:250412572,9060,0.369867549668874,0.264679911699779,91171,0.00103102960371171,0.026302223294688,1765,0.00169971671388102,0.0056657223796034
B3253:250273024,11365,0.355565332160141,0.274615046194457,97551,0.000492050312144417,0.0319935213375568,1683,0.0005941770647653,0
A1558:250416764,7082,0.39240327591076,0.30259813611974,62481,0.000240072982186585,0.0342984267217234,1031,0,0
E2551:250283686,11628,0.340987272101823,0.262039903680771,103059,0.000650113042043878,0.0295655886433984,1779,0.000562113546936481,0.000562113546936481
A0566:250416095,8115,0.378927911275416,0.270733210104744,82202,0.000377119778107589,0.0267268436291088,1666,0.000600240096038415,0.00300120048019208
E1095:250278060,11306,0.344330444012029,0.268353086856536,99033,0.000464491634101764,0.0306362525622772,1721,0,0.000581057524694945
A2642:250442151,6177,0.406669904484378,0.323296098429658,57188,0.000402182276001958,0.0349199132685179,881,0.00113507377979569,0.00113507377979569
B3211:250283868,10983,0.357916780478922,0.272967313120277,96625,0.00120051746442432,0.0310271668822768,1689,0.00473653049141504,0.00651272942569568
E2991:250272823,9448,0.38844199830652,0.313823031329382,83411,0.000431597750896165,0.0355468703168647,1382,0,0.00361794500723589
E2846_1:250442048,10970,0.349863263445761,0.293163172288058,92748,0.00092724371415017,0.0346746021477552,1486,0.00134589502018843,0.00269179004037685
A3849:250417312,5862,0.396281132719208,0.317297850562948,60008,0.000116651113184909,0.0309958672177043,1166,0.00171526586620926,0
A2933:250412832,7845,0.38559592096877,0.298916507329509,71305,0.000589019002874974,0.032886894327186,1135,0.000881057268722467,0.00352422907488987
A2095:250417070,5738,0.391425583827117,0.32729173928198,59494,0.000184892594211181,0.0315662083571453,1056,0,0
